"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   3:5 pm","Zone1 HVACSys",27.6658,28.0467,"Zone2 HVACSys",42.8572,43.5482

