"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   3:5 pm","Zone1 HVACSys",23.5729,23.8703,"Zone2 HVACSys",38.2951,38.8929

