"MF88 Individual Supply + Individual Exhaust (ERV, ResVRF)  /  Proposed  /  EX03_MF88_Central-WSHP_CZ09.cibd25",002
"Fri 22-May-26   4:3 pm"
"x-ldPass","Hour"
"Month","Day","Hr","CW Loop-HtgLd (Btu)","ClgLd (Btu)","NetLd (Btu)","DemFlw (gpm)","ActualFlw (gpm)","NetLd (W)","FlowFrac"
1,12,13,0,-51838.9,-51838.9,10.3638,698.198,-15193.1,0.0440448
1,12,14,0,-57895,-57895,11.5746,698.198,-16968,0.0440448
1,12,15,0,-63367.1,-63367.1,12.6686,698.198,-18571.8,0.0440448
1,12,16,0,-77563.7,-77563.7,15.5069,698.198,-22732.6,0.0440448
1,12,17,0,-63104.8,-63104.8,12.6162,698.198,-18494.9,0.0440448
1,12,18,0,-28779.9,-28779.9,5.7538,698.198,-8434.92,0.0440448
1,12,19,0,-11090.4,-11090.4,2.21724,698.198,-3250.42,0.0440448
1,12,20,0,0,0,0,698.198,0,0
1,12,21,0,-11779.9,-11779.9,2.35508,698.198,-3452.49,0.0440448
1,12,22,0,0,0,0,698.198,0,0
1,12,23,0,0,0,0,698.198,0,0
1,12,24,0,0,0,0,698.198,0,0
1,13,1,0,-1813,-1813,0.362461,698.198,-531.359,0.0440448
1,13,2,0,0,0,0,698.198,0,0
1,13,3,0,0,0,0,698.198,0,0
1,13,4,0,0,0,0,698.198,0,0
1,13,5,0,0,0,0,698.198,0,0
1,13,6,0,0,0,0,698.198,0,0
1,13,7,0,0,0,0,698.198,0,0
1,13,8,0,0,0,0,698.198,0,0
1,13,9,0,0,0,0,698.198,0,0
1,13,10,0,-464.991,-464.991,0.0929628,698.198,-136.281,0.0440448
1,13,11,0,-48792.4,-48792.4,9.75478,698.198,-14300.2,0.0440448
1,13,12,0,-75496.4,-75496.4,15.0935,698.198,-22126.7,0.0440448
1,13,13,0,-99840,-99840,19.9604,698.198,-29261.4,0.0440448
1,13,14,0,-121124,-121124,24.2156,698.198,-35499.5,0.0440448
1,13,15,0,-126841,-126841,25.3586,698.198,-37175,0.0440448
1,13,16,0,-102906,-102906,20.5735,698.198,-30160.2,0.0440448
1,13,17,0,-92648.3,-92648.3,18.5226,698.198,-27153.7,0.0440448
1,13,18,0,-48006.9,-48006.9,9.59773,698.198,-14070,0.0440448
1,13,19,0,-36656.2,-36656.2,7.32845,698.198,-10743.3,0.0440448
1,13,20,0,-28144.6,-28144.6,5.62677,698.198,-8248.7,0.0440448
1,13,21,0,-9709.2,-9709.2,1.9411,698.198,-2845.6,0.0440448
1,13,22,0,-8158.37,-8158.37,1.63105,698.198,-2391.08,0.0440448
1,13,23,0,-2636.63,-2636.63,0.527126,698.198,-772.753,0.0440448
1,13,24,0,-8897.34,-8897.34,1.77879,698.198,-2607.66,0.0440448
1,14,1,0,-5913.77,-5913.77,1.1823,698.198,-1733.23,0.0440448
1,14,2,0,-2973.83,-2973.83,0.594541,698.198,-871.58,0.0440448
1,14,3,0,-119.066,-119.066,0.0238042,698.198,-34.8962,0.0440448
1,14,4,0,-50.0053,-50.0053,0.00999726,698.198,-14.6557,0.0440448
1,14,5,0,0,0,0,698.198,0,0
1,14,6,0,-249.952,-249.952,0.0499714,698.198,-73.2567,0.0440448
1,14,7,0,-2458.57,-2458.57,0.491527,698.198,-720.565,0.0440448
1,14,8,0,0,0,0,698.198,0,0
1,14,9,0,0,0,0,698.198,0,0
1,14,10,0,-10431.9,-10431.9,2.08559,698.198,-3057.41,0.0440448
1,14,11,0,-66226.5,-66226.5,13.2403,698.198,-19409.9,0.0440448
1,14,12,0,-109931,-109931,21.9778,698.198,-32218.8,0.0440448
1,14,13,0,-137499,-137499,27.4894,698.198,-40298.7,0.0440448
1,14,14,0,-159004,-159004,31.7887,698.198,-46601.4,0.0440448
1,14,15,0,-181334,-181334,36.253,698.198,-53145.9,0.0440448
1,14,16,0,-202125,-202125,40.4095,698.198,-59239.3,0.0440448
1,14,17,0,-158131,-158131,31.6141,698.198,-46345.4,0.0440448
1,14,18,0,-120802,-120802,24.1512,698.198,-35405.1,0.0440448
1,14,19,0,-98084.6,-98084.6,19.6095,698.198,-28747,0.0440448
1,14,20,0,-78993.7,-78993.7,15.7927,698.198,-23151.7,0.0440448
1,14,21,0,-57279.7,-57279.7,11.4516,698.198,-16787.7,0.0440448
1,14,22,0,-22986.6,-22986.6,4.59558,698.198,-6736.99,0.0440448
1,14,23,0,-7878.85,-7878.85,1.57517,698.198,-2309.16,0.0440448
1,14,24,0,-14042.6,-14042.6,2.80745,698.198,-4115.65,0.0440448
1,15,1,0,-12836.5,-12836.5,2.56633,698.198,-3762.17,0.0440448
1,15,2,0,-4681.37,-4681.37,0.935918,698.198,-1372.03,0.0440448
1,15,3,0,-2452.12,-2452.12,0.490238,698.198,-718.676,0.0440448
1,15,4,0,-1512.92,-1512.92,0.30247,698.198,-443.413,0.0440448
1,15,5,0,-783.797,-783.797,0.1567,698.198,-229.718,0.0440448
1,15,6,0,-2044.74,-2044.74,0.408793,698.198,-599.279,0.0440448
1,15,7,0,-7076.97,-7076.97,1.41486,698.198,-2074.14,0.0440448
1,15,8,0,0,0,0,698.198,0,0
1,15,9,0,-291.201,-291.201,0.058218,698.198,-85.346,0.0440448
1,15,10,0,-30836.3,-30836.3,6.16491,698.198,-9037.59,0.0440448
1,15,11,0,-110245,-110245,22.0407,698.198,-32311.1,0.0440448
1,15,12,0,-146668,-146668,29.3224,698.198,-42985.8,0.0440448
1,15,13,0,-166680,-166680,33.3234,698.198,-48851.1,0.0440448
1,15,14,0,-189805,-189805,37.9465,698.198,-55628.6,0.0440448
1,15,15,0,-190329,-190329,38.0513,698.198,-55782.1,0.0440448
1,15,16,0,-228416,-228416,45.6659,698.198,-66944.9,0.0440448
1,15,17,0,-200894,-200894,40.1636,698.198,-58878.7,0.0440448
1,15,18,0,-141141,-141141,28.2175,698.198,-41366,0.0440448
1,15,19,0,-111190,-111190,22.2295,698.198,-32587.8,0.0440448
1,15,20,0,-108975,-108975,21.7866,698.198,-31938.6,0.0440448
1,15,21,0,-71649.3,-71649.3,14.3244,698.198,-20999.2,0.0440448
1,15,22,0,-32937,-32937,6.58489,698.198,-9653.28,0.0440448
1,15,23,0,-11464.1,-11464.1,2.29195,698.198,-3359.94,0.0440448
1,15,24,0,-19085.1,-19085.1,3.81557,698.198,-5593.52,0.0440448
1,16,1,0,-15157.4,-15157.4,3.03032,698.198,-4442.37,0.0440448
1,16,2,0,-9273.47,-9273.47,1.85399,698.198,-2717.9,0.0440448
1,16,3,0,-7051.36,-7051.36,1.40974,698.198,-2066.64,0.0440448
1,16,4,0,-5043.95,-5043.95,1.00841,698.198,-1478.3,0.0440448
1,16,5,0,-1713.5,-1713.5,0.342569,698.198,-502.197,0.0440448
1,16,6,0,-5062.2,-5062.2,1.01206,698.198,-1483.65,0.0440448
1,16,7,0,-11742,-11742,2.3475,698.198,-3441.38,0.0440448
1,16,8,0,0,0,0,698.198,0,0
1,16,9,0,0,0,0,698.198,0,0
1,16,10,0,-16222.4,-16222.4,3.24324,698.198,-4754.51,0.0440448
1,16,11,0,-73396.8,-73396.8,14.6738,698.198,-21511.4,0.0440448
1,16,12,0,-110045,-110045,22.0006,698.198,-32252.2,0.0440448
1,16,13,0,-133962,-133962,26.7821,698.198,-39261.9,0.0440448
1,16,14,0,-141423,-141423,28.2739,698.198,-41448.8,0.0440448
1,16,15,0,-168288,-168288,33.6449,698.198,-49322.5,0.0440448
1,16,16,0,-195381,-195381,39.0614,698.198,-57263,0.0440448
1,16,17,0,-191512,-191512,38.2878,698.198,-56128.9,0.0440448
1,16,18,0,-160949,-160949,32.1775,698.198,-47171.4,0.0440448
1,16,19,0,-164852,-164852,32.9578,698.198,-48315.3,0.0440448
1,16,20,0,-154260,-154260,30.8403,698.198,-45211,0.0440448
1,16,21,0,-104588,-104588,20.9097,698.198,-30653,0.0440448
1,16,22,0,-58596.6,-58596.6,11.7149,698.198,-17173.7,0.0440448
1,16,23,0,-26853.9,-26853.9,5.36874,698.198,-7870.42,0.0440448
1,16,24,0,-33671,-33671,6.73165,698.198,-9868.41,0.0440448
1,17,1,0,-20325.2,-20325.2,4.0635,698.198,-5956.98,0.0440448
1,17,2,0,-15269.9,-15269.9,3.05282,698.198,-4475.35,0.0440448
1,17,3,0,-12835.1,-12835.1,2.56605,698.198,-3761.76,0.0440448
1,17,4,0,-9624.07,-9624.07,1.92408,698.198,-2820.65,0.0440448
1,17,5,0,-6075.36,-6075.36,1.21461,698.198,-1780.59,0.0440448
1,17,6,0,-10018.6,-10018.6,2.00295,698.198,-2936.28,0.0440448
1,17,7,0,-22760.3,-22760.3,4.55034,698.198,-6670.67,0.0440448
1,17,8,0,-638.159,-638.159,0.127583,698.198,-187.034,0.0440448
1,17,9,0,-4685.7,-4685.7,0.936783,698.198,-1373.3,0.0440448
1,17,10,0,-91672.4,-91672.4,18.3275,698.198,-26867.6,0.0440448
1,17,11,0,-144416,-144416,28.8722,698.198,-42325.9,0.0440448
1,17,12,0,-194198,-194198,38.8249,698.198,-56916.3,0.0440448
1,17,13,0,-224000,-224000,44.783,698.198,-65650.7,0.0440448
1,17,14,0,-241863,-241863,48.3543,698.198,-70886.1,0.0440448
1,17,15,0,-279716,-279716,55.922,698.198,-81980.2,0.0440448
1,17,16,0,-289102,-289102,57.7985,698.198,-84731,0.0440448
1,17,17,0,-257900,-257900,51.5605,698.198,-75586.3,0.0440448
1,17,18,0,-201153,-201153,40.2153,698.198,-58954.6,0.0440448
1,17,19,0,-196154,-196154,39.216,698.198,-57489.5,0.0440448
1,17,20,0,-182993,-182993,36.5847,698.198,-53632.2,0.0440448
1,17,21,0,-145093,-145093,29.0076,698.198,-42524.3,0.0440448
1,17,22,0,-110957,-110957,22.1829,698.198,-32519.6,0.0440448
1,17,23,0,-43531.5,-43531.5,8.703,698.198,-12758.4,0.0440448
1,17,24,0,-44491.5,-44491.5,8.89492,698.198,-13039.7,0.0440448
1,18,1,0,-33273.5,-33273.5,6.65218,698.198,-9751.91,0.0440448
1,18,2,0,-21443.8,-21443.8,4.28712,698.198,-6284.81,0.0440448
1,18,3,0,-20829.6,-20829.6,4.16434,698.198,-6104.81,0.0440448
1,18,4,0,-16345.3,-16345.3,3.26781,698.198,-4790.53,0.0440448
1,18,5,0,-9759.78,-9759.78,1.95122,698.198,-2860.43,0.0440448
1,18,6,0,-14851.2,-14851.2,2.96911,698.198,-4352.63,0.0440448
1,18,7,0,-26243.6,-26243.6,5.24673,698.198,-7691.57,0.0440448
1,18,8,0,0,0,0,698.198,0,0
1,18,9,0,-13265.1,-13265.1,2.65201,698.198,-3887.78,0.0440448
1,18,10,0,-114074,-114074,22.8061,698.198,-33433.2,0.0440448
1,18,11,0,-178190,-178190,35.6244,698.198,-52224.4,0.0440448
1,18,12,0,-197381,-197381,39.4611,698.198,-57849,0.0440448
1,18,13,0,-210934,-210934,42.1708,698.198,-61821.3,0.0440448
1,18,14,0,-250656,-250656,50.1121,698.198,-73463,0.0440448
1,18,15,0,-290010,-290010,57.98,698.198,-84997.1,0.0440448
1,18,16,0,-299467,-299467,59.8706,698.198,-87768.7,0.0440448
1,18,17,0,-270548,-270548,54.0891,698.198,-79293.1,0.0440448
1,18,18,0,-199327,-199327,39.8503,698.198,-58419.5,0.0440448
