"TDV Data (TDV/Btu)","001"
"Tue 02-Jun-26  10:31:32 am"
"BEMCmpMgr 2025.2.0.1 (625), CZ9, Fuel Propane","Hour"
"tdvElec","tdvFuel"
15.3628,89.4518
11.3529,89.4518
6.74636,89.4518
6.53065,89.4518
6.49252,89.4518
6.55552,89.4518
7.51072,89.4518
6.54374,89.4518
5.68693,89.4518
5.68395,89.4518
5.68678,89.4518
5.69432,89.4518
5.69056,89.4518
5.69101,89.4518
5.69114,89.4518
5.99593,89.4518
6.29891,89.4518
6.35179,89.4518
6.46029,89.4518
6.55135,89.4518
6.54047,89.4518
6.64531,89.4518
7.34658,89.4518
8.44597,89.4518
10.5414,89.4518
9.59457,89.4518
9.17595,89.4518
7.84334,89.4518
7.44165,89.4518
7.83044,89.4518
9.69625,89.4518
7.57896,89.4518
6.44377,89.4518
6.4219,89.4518
6.42108,89.4518
6.41679,89.4518
6.41282,89.4518
6.42203,89.4518
6.42812,89.4518
6.71802,89.4518
7.2996,89.4518
7.80498,89.4518
9.79057,89.4518
10.2422,89.4518
10.3692,89.4518
11.6652,89.4518
12.5194,89.4518
14.4849,89.4518
19.5344,89.4518
17.9944,89.4518
14.1557,89.4518
12.4297,89.4518
11.9182,89.4518
12.7155,89.4518
16.276,89.4518
12.6998,89.4518
6.93294,89.4518
6.69194,89.4518
6.70841,89.4518
6.65738,89.4518
6.68208,89.4518
6.6432,89.4518
6.63821,89.4518
6.65989,89.4518
8.37057,89.4518
11.8318,89.4518
12.9303,89.4518
11.7233,89.4518
14.4973,89.4518
13.9556,89.4518
13.3931,89.4518
14.2415,89.4518
13.6993,89.4518
11.4737,89.4518
9.59882,89.4518
9.04991,89.4518
8.83015,89.4518
9.02063,89.4518
11.1883,89.4518
9.47458,89.4518
5.89534,89.4518
5.64139,89.4518
5.62288,89.4518
5.6268,89.4518
5.62459,89.4518
5.62669,89.4518
5.62172,89.4518
5.75464,89.4518
7.21231,89.4518
9.28497,89.4518
9.2451,89.4518
9.29326,89.4518
9.23494,89.4518
9.44797,89.4518
9.2696,89.4518
11.402,89.4518
9.45484,89.4518
11.3033,89.4518
8.7154,89.4518
7.55152,89.4518
7.62399,89.4518
7.94266,89.4518
9.07782,89.4518
9.32461,89.4518
6.90085,89.4518
5.96982,89.4518
5.96263,89.4518
