"TDV Data (TDV/Btu)","001"
"Tue 02-Jun-26  10:31:32 am"
"BEMCmpMgr 2025.2.0.1 (625), CZ9, Fuel NatGas","Hour"
"tdvElec","tdvFuel"
15.3628,62.6966
11.3529,62.6966
6.74636,62.6966
6.53065,62.6966
6.49252,62.6966
6.55552,62.6966
7.51072,62.6966
6.54374,62.6966
5.68693,62.6966
5.68395,62.6966
5.68678,62.6966
5.69432,62.6966
5.69056,62.6966
5.69101,62.6966
5.69114,62.6966
5.99593,62.6966
6.29891,62.6966
6.35179,62.6966
6.46029,62.6966
6.55135,62.6966
6.54047,62.6966
6.64531,62.6966
7.34658,62.6966
8.44597,62.6966
10.5414,62.6966
9.59457,62.6966
9.17595,62.6966
7.84334,62.6966
7.44165,62.6966
7.83044,62.6966
9.69625,62.6966
7.57896,62.6966
6.44377,62.6966
6.4219,62.6966
6.42108,62.6966
6.41679,62.6966
6.41282,62.6966
6.42203,62.6966
6.42812,62.6966
6.71802,62.6966
7.2996,62.6966
7.80498,62.6966
9.79057,62.6966
10.2422,62.6966
10.3692,62.6966
11.6652,62.6966
12.5194,62.6966
14.4849,62.6966
19.5344,62.6966
17.9944,62.6966
14.1557,62.6966
12.4297,62.6966
11.9182,62.6966
12.7155,62.6966
16.276,62.6966
12.6998,62.6966
6.93294,62.6966
6.69194,62.6966
6.70841,62.6966
6.65738,62.6966
6.68208,62.6966
6.6432,62.6966
6.63821,62.6966
6.65989,62.6966
8.37057,62.6966
11.8318,62.6966
12.9303,62.6966
11.7233,62.6966
14.4973,62.6966
13.9556,62.6966
13.3931,62.6966
14.2415,62.6966
13.6993,62.6966
11.4737,62.6966
9.59882,62.6966
9.04991,62.6966
8.83015,62.6966
9.02063,62.6966
11.1883,62.6966
9.47458,62.6966
5.89534,62.6966
5.64139,62.6966
5.62288,62.6966
5.6268,62.6966
5.62459,62.6966
5.62669,62.6966
5.62172,62.6966
5.75464,62.6966
7.21231,62.6966
9.28497,62.6966
9.2451,62.6966
9.29326,62.6966
9.23494,62.6966
9.44797,62.6966
9.2696,62.6966
11.402,62.6966
9.45484,62.6966
11.3033,62.6966
8.7154,62.6966
7.55152,62.6966
7.62399,62.6966
7.94266,62.6966
9.07782,62.6966
9.32461,62.6966
6.90085,62.6966
5.96982,62.6966
5.96263,62.6966
