"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   3:4 pm","Zone1 HVACSys",28.1806,28.572,"Zone2 HVACSys",43.2642,43.9635

