"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   3:4 pm","Zone1 HVACSys",27.9459,28.3326,"Zone2 HVACSys",41.4568,42.1192

