AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
,,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),(cfm/ft2),,,(degF),(degF),(degF),(degF),( degF),,,
"SZHPAirSys 1","SZVAVDFHP","New",1,1392.18,51545,55,37.0246,317.28,53687,95,38.5632,1362.85,0.978931,329.973,0.237018,"Zn Sys 1 Reception","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"SZHPAirSys 2","SZVAVDFHP","New",1,928.864,59153.2,55,63.6834,293.916,53687,95,57.7985,1448.84,1.5598,418.689,0.450754,"Zn Sys 2 Conference","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"SZHPAirSys 3","SZVAVDFHP","New",1,1414.3,46008.1,55,32.5307,384.151,45356,95,32.0696,1472.84,1.04139,591.029,0.417896,"Zn Sys 3 Break Room","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"SZHPAirSys 4","SZVAVDFHP","New",1,5962.26,202499,55,33.9635,331.995,210212,95,35.2571,5602.38,0.93964,928.369,0.155708,"Zn Sys 4 Open Office","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"SZHPAirSys 5","SZVAVDFHP","New",1,578.266,22534.6,55,38.9693,330.654,23500,95,40.6387,620.93,1.07378,121.011,0.209266,"Zn Sys 5 Conference-Office","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"SZHPAirSys 6","SZVAVDFHP","New",1,1359.22,47990.3,55,35.3073,391.787,72000,95,52.9717,1566.83,1.15274,672.813,0.495,"Zn Sys 6 Conference-Support","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"
"PSZ CRAC","SZAC","New",1,131.889,29239,65,221.695,414.675,0,-99996,0,1010.39,7.66094,19.7833,0.15,"Zn Sys 8 IT and Elec","FixedDualSetpoint",65,-99996,-99996,-99996,-99996,"UNDEFINED","DataHVACAvail","CycleOnCallPrimaryZone"
"SZHPAirSys 7","SZVAVDFHP","New",1,1818.04,72924.4,55,40.1116,357.536,54000,95,29.7023,2172.76,1.19511,272.706,0.15,"Zn Sys 9 Library","NoSATControl",,-99996,,-99996,,"UNDEFINED","OfficeHVACAvail","CycleOnCallPrimaryZone"



ZoneSystems
,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,Availability Schedule
,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),( cfm/ft2),,,,,,,,,,
"ZoneSys-Exhaust","Exhaust",1,0,0,-99996,0,0,0,-99996,0,0,0,0,0,"NONE","NoSATControl","AssemblyHVACAvail"



Terminal Units
,,,,Relationships,,,,,AirFlow,,VAV,,Fan Powered Terminal
Name,Type,Status,Qty,System,System Qty,Zone,Floor Area,HVAC Zones,Primary Max,Primary Min,Heating Max,Reheat Control,Induced Air Zone,Induction Ratio,Fan Power,Parallel Box Control,Flow Fraction
,,,(#),,(#),,(ft2),(#),(cfm),(cfm),(cfm),,,,( W/cfm)
"CoreZn TU","VAVNoReheatBox","New",1,"SZHPAirSys 1",1,"Zn Sys 1 Reception",1392.18,1,1363,681.5,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996
"CoreZn TU 2","VAVNoReheatBox","New",1,"SZHPAirSys 2",1,"Zn Sys 2 Conference",928.864,1,1449,724.5,-99996,"","NONE",-99996,-99996,"UNDEFINED",-99996
