AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
,,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),(cfm/ft2),,,(degF),(degF),(degF),(degF),( degF),,,
"DOAS-AHU","DOASVAV","New",1,26830.4,310000,55,11.5541,718.788,310000,60,11.5541,18568.7,0.692077,15878.5,0.591811,"NONE","OutsideAirReset",-99996,60,45,55,75,"SingleMaximum","AllOnHVACAvail","StaysOff"
"AirSys 8 L1 IT","SZAC","New",1,105.034,70031,65,666.745,26.9968,0,-99996,0,157.551,1.5,15.7551,0.15,"L1_ZN06_IT Room","NoSATControl",,-99996,,-99996,,"UNDEFINED","DataHVACAvail","CycleOnCallPrimaryZone"
"AirSys 8 L2 IT","SZAC","New",1,105.034,70031,65,666.745,26.9968,0,-99996,0,157.551,1.5,15.7551,0.15,"L2_ZN10_IT Room","NoSATControl",,-99996,,-99996,,"UNDEFINED","DataHVACAvail","CycleOnCallPrimaryZone"
"Exhaust Lab 1","Exhaust","New",1,0,0,-99996,0,0,0,-99996,0,0,0,0,0,"NONE","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallAnyZone"



ZoneSystems
,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,Availability Schedule
,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),( cfm/ft2),,,,,,,,,,
"Exhaust_RR1","Exhaust",1,0,0,-99996,0,0,0,-99996,0,0,0,0,0,"NONE","NoSATControl","AssemblyHVACAvail"
"Exhaust_RR2","Exhaust",1,0,0,-99996,0,0,0,-99996,0,0,0,0,0,"NONE","NoSATControl","AssemblyHVACAvail"
"FC-L2_ZN02_Core Classroom","FPFC",1,1255.33,56490,55,45,400,41215.1,95,32.832,1883,1.5,0,0,"L2_ZN02_Core Classroom","NoSATControl","AllOnHVACAvail"
"FC-L2_ZN07_Huddle Area","FPFC",1,1184.33,38590.9,55,32.5846,552.408,34182.1,95,28.862,1776.5,1.5,0,0,"L2_ZN07_Huddle Area","NoSATControl","AllOnHVACAvail"
"FC-L2_ZN04_Huddle Offices","FPFC",1,354.847,10560,55,29.7593,604.854,10770.4,95,30.3522,532.271,1.5,0,0,"L2_ZN04_Huddle Offices","NoSATControl","AllOnHVACAvail"
"FC-L2_ZN07 North Conf","FPFC",1,790.504,39082,55,49.4393,364.083,24270,95,30.7019,1185.76,1.5,0,0,"L2_ZN07 North Conf","NoSATControl","AllOnHVACAvail"
"FC-L2_ZN01_Core Conf Room","FPFC",1,1045.87,47064,55,45,400,34337.9,95,32.832,1568.8,1.5,0,0,"L2_ZN01_Core Conf Room","NoSATControl","AllOnHVACAvail"
"FC-L2_ZN06 Corner Conf","FPFC",1,361.146,20902.8,55,57.879,310.994,12001.3,95,33.2311,541.72,1.5,0,0,"L2_ZN06 Corner Conf","NoSATControl","AllOnHVACAvail"
"FC-L1_ZN09 N Conf Room","FPFC",1,1516.99,51430.6,55,33.903,530.927,31413.2,95,20.7075,2275.49,1.5,0,0,"L1_ZN09 N Conf Room","NoSATControl","AllOnHVACAvail"
