"E+ Electric Use (kWh) - BEMCmpMgr 2025.2.0.1 (625)",1
"Fri 22-May-26  04:44:55 pm"
"EplusElecUse",Hour
"EplusTotalKWH"
71.6556
52.7754
52.5272
53.0901
53.1913
61.6549
86.9515
93.8676
105.849
115.08
149.414
139.608
128.464
97.7411
106.818
88.2463
116.036
133.014
134.019
99.8651
95.6303
102.23
72.3949
61.6771
67.6961
51.8682
50.9351
52.5957
53.0695
58.6672
88.2239
98.7509
122.402
131.126
126.524
134.523
103.859
108.739
111.192
103.484
119.134
143.335
118.478
136.599
141.554
100.523
101.944
69.6141
76.9351
56.9969
57.0053
57.1174
72.8986
68.3074
62.0564
99.4536
109.523
127.425
151.349
136.907
142.998
133.406
120.268
121.427
106.03
138.687
143.741
108.619
121.443
94.0537
90.0655
71.1926
58.3052
56.21
57.4012
72.8633
72.0769
63.0349
74.8072
79.7383
97.7784
108.028
126.869
128.568
134.665
125.754
114.902
108.445
104.286
103.041
133.499
112.426
83.1892
96.7575
71.9396
65.4211
53.5331
51.3907
52.4212
54.643
68.2264
54.34
91.0725
104.606
120.681
137.995
153.076
131.994
129.87
116.241
117.848
114.737
131.463
127.908
114.891
121.439
138.436
83.172
86.6073
60.6642
58.6978
61.4966
47.1606
47.3246
46.4805
50.9843
84.7497
94.9769
119.849
125.895
143.552
127.442
136.677
98.3622
120.795
116.775
123.947
134.283
116.172
137.382
124.53
104.15
85.3048
61.1751
54.8879
47.2601
45.9782
48.7235
59.1415
48.9608
84.3249
94.8204
96.2013
125.408
114.765
117.138
106.288
108.1
117.139
109.451
125.428
112.813
123.338
126.638
129.861
81.706
77.9539
55.4259
50.6237
47.8842
62.3774
48.8357
48.4901
48.25
75.3727
100.414
128.895
121.408
128.561
127.04
115.011
92.4218
107.537
108.375
113.9
118.441
123.464
121.104
128.002
85.2458
79.5548
68.6002
58.1594
48.3357
47.1826
48.3565
46.4758
61.6025
79.0203
96.0298
120.251
137.552
136.136
134.339
129.594
99.3895
108.619
107.126
131.728
115.973
135.1
122.067
141.443
90.8411
100.272
79.1429
54.6309
49.8985
64.9705
51.785
56.1738
52.1259
78.6488
76.2268
102.595
121.579
147.157
152.708
153.861
124.077
127.484
116.033
128.584
129.306
150.502
118.629
115.417
88.2647
86.3107
70.1226
52.9405
48.1279
46.5673
48.3469
68.9471
49.2554
49.8527
80.676
72.7551
92.8953
118.819
111.768
133.41
105.336
121.454
105.379
103.429
96.8342
129.096
94.1475
91.6298
89.1343
61.755
74.7136
51.804
48.2821
47.3705
47.9476
61.856
50.5879
84.9122
94.4086
110.601
136.384
131.508
132.58
122.301
114.137
115.282
108.926
134.237
123.82
137.182
124.769
135.366
