"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   4:3 pm","F2 Res Zn E Court HVACSys",26.3444,21.0755,"F2 Res Zn E Perim HVACSys",30.9088,24.7271,"F2 Res Zn N Perim HVACSys",31.1227,24.8982,"F2 Res Zn NE Perim HVACSys",23.8783,19.1026,"F2 Res Zn NW Perim HVACSys",20.1742,16.1394,"F2 Res Zn S Court 1-Bed HVACSys",6.01906,4.81525,"F2 Res Zn S Court 2-Bed HVACSys",16.6984,13.3588,"F2 Res Zn SE Court HVACSys",9.41504,7.53203,"F2 Res Zn SW Court HVACSys",7.28063,5.8245,"F2 Res Zn SE Perim HVACSys",16.0508,12.8407,"F2 Res Zn SW Perim HVACSys",12.2038,9.76307,"F2 Res Zn W Court HVACSys",27.6334,22.1067,"F2 Res Zn W Perim HVACSys",25.5471,20.4377,"F3 Res Zn E Court HVACSys",26.0767,20.8614,"F3 Res Zn E Perim HVACSys",32.1998,25.7598,"F3 Res Zn N Perim HVACSys",31.5796,25.2637,"F3 Res Zn NE Perim HVACSys",20.5125,16.41,"F3 Res Zn NW Perim HVACSys",16.2241,12.9792,"F3 Res Zn S Court 1-Bed HVACSys",6.2783,5.02264,"F3 Res Zn S Court 2-Bed HVACSys",15.0323,12.0259,"F3 Res Zn SE Court HVACSys",12.451,9.96081,"F3 Res Zn SW Court HVACSys",7.10214,5.68171,"F3 Res Zn SE Perim HVACSys",16.772,13.4176,"F3 Res Zn SW Perim HVACSys",12.275,9.81996,"F3 Res Zn W Court HVACSys",24.9152,19.9321,"F3 Res Zn W Perim HVACSys",23.1683,18.5346,"F4 Res Zn E Court HVACSys",26.1505,20.9204,"F4 Res Zn E Perim HVACSys",29.2573,23.4059,"F4 Res Zn N Perim HVACSys",36.0964,28.8771,"F4 Res Zn NE Perim HVACSys",20.5494,16.4395,"F4 Res Zn NW Perim HVACSys",17.7452,14.1962,"F4 Res Zn S Court 1-Bed HVACSys",8.93935,7.15148,"F4 Res Zn S Court 2-Bed HVACSys",17.8638,14.2911,"F4 Res Zn SE Court HVACSys",9.45662,7.5653,"F4 Res Zn SW Court HVACSys",7.09475,5.6758,"F4 Res Zn SE Perim HVACSys",18.3637,14.691,"F4 Res Zn SW Perim HVACSys",16.8675,13.494,"F4 Res Zn W Court HVACSys",21.6008,17.2807,"F4 Res Zn W Perim HVACSys",24.4886,19.5909,"F5 Res Zn E Court HVACSys",30.9339,24.7471,"F5 Res Zn E Perim HVACSys",35.5044,28.4035,"F5 Res Zn N Perim HVACSys",41.0133,32.8106,"F5 Res Zn NE Perim HVACSys",25.1379,20.1103,"F5 Res Zn NW Perim HVACSys",16.8774,13.5019,"F5 Res Zn S Court 1-Bed HVACSys",7.80065,6.24052,"F5 Res Zn S Court 2-Bed HVACSys",21.3993,17.1194,"F5 Res Zn SE Court HVACSys",11.2799,9.02394,"F5 Res Zn SW Court HVACSys",11.5697,9.25579,"F5 Res Zn SE Perim HVACSys",23.0996,18.4796,"F5 Res Zn SW Perim HVACSys",12.7541,10.2033,"F5 Res Zn W Court HVACSys",27.747,22.1976,"F5 Res Zn W Perim HVACSys",27.5115,22.0092

