"E+ Electric Use (kWh) - BEMCmpMgr 2025.2.0.1 (625)",1
"Sat 23-May-26  11:42:48 am"
"EplusElecUse",Hour
"EplusTotalKWH"
55.3916
50.6542
49.9244
50.7163
50.5453
75.0316
67.8007
87.4361
115.823
122.254
135.665
138.789
131.098
99.2128
101.372
100.299
104.504
126.401
137.892
103.168
97.6869
87.7341
81.3756
60.0004
51.6471
50.2594
64.3256
51.5846
51.8563
52.3575
78.3745
114.33
123.519
123.324
133.072
129.005
107.896
105.622
107.182
104.558
114.067
132.104
127.067
132.278
146.022
108.467
83.2727
84.1819
59.5437
54.8747
54.7473
67.6677
65.2447
56.0001
76.3965
89.0708
103.245
135.189
155.023
132.89
132.557
125.933
125.643
115.312
118.357
130.347
138.09
114.422
109.14
103.445
83.3885
69.2345
56.1771
54.4513
68.6691
56.9405
65.228
58.9125
75.3034
89.085
93.585
123.192
128.023
129.292
135.831
109.249
112.669
102.116
110.76
106.662
123.523
106.464
93.4625
87.4273
79.2931
58.7366
52.3847
50.7953
63.6798
52.8555
53.2645
55.2072
97.7572
109.106
116.965
124.842
149.938
137.107
127.356
106.018
113.51
117.311
128.506
126.765
119.725
119.573
124.472
92.6552
80.6632
73.6609
56.3556
46.8563
46.0047
46.4811
45.134
59.2769
73.6053
105.697
111.782
125.449
133.512
133.345
131.045
108.029
111.264
117.492
129.453
119.274
126.098
125.819
129.13
92.7343
89.7281
65.3366
70.4906
46.1626
44.904
47.2284
44.6557
57.7197
75.3613
95.2802
107.579
108.933
117.941
114.098
109.728
94.6499
124.66
101.19
119.995
122.168
120.381
123.945
118.049
93.194
76.8216
53.0294
49.6967
46.8017
58.237
47.4237
48.441
54.3565
72.8623
108.733
121.63
119.167
120.611
128.325
112.371
89.2666
104.749
112.27
119.327
107.396
116.838
128.592
124.19
87.792
79.2816
67.4486
57.0872
46.6086
45.5205
45.8676
45.3873
60.2108
78.0402
113.355
126.65
128.227
129.868
125.284
128.977
103.72
107.043
111.227
124.363
120.358
127.595
128.279
129.136
93.2686
94.9471
83.7734
53.7274
48.5637
62.8002
49.8884
54.6
50.1365
74.5618
82.0089
98.729
127.5
142.838
149.532
153.857
120.029
124.139
115.705
127.034
133.58
140.685
118.83
106.598
97.1322
82.2092
66.043
51.1026
58.6414
45.6773
46.7539
54.8094
48.6931
63.3668
70.794
75.8628
100.928
113.155
113.283
121.698
107.963
117.866
102.349
102.135
108.478
116.861
105.263
92.8381
85.7404
64.3986
77.0973
50.5401
46.716
45.5285
46.5218
46.3287
62.362
76.5968
104.842
120.039
126.148
126.974
124.152
125.593
114.236
112.584
99.9752
125.724
140.607
129.796
129.09
122.513
94.406
87.3499
82.7704
54.5124
46.7797
46.5861
57.5368
45.4765
49.9984
78.099
104.211
110.441
126.997
127.669
123.208
117.544
118.524
118.846
104.579
124.331
130.409
129.025
127.338
114.958
94.4822
90.2209
72.2199
54.6989
47.0757
46.5176
46.8774
58.2873
45.6034
79.5594
108.17
101.4
131.276
129.849
128.861
131.109
120.885
122.703
126.523
138.503
138.777
129.597
122.763
114.772
94.9733
91.8683
71.0651
52.9559
47.0491
46.9058
47.0281
47.4633
57.7506
72.7671
88.5314
113.829
120.543
127.288
127.646
131.925
119.166
128.25
128.121
134.793
131.05
126.812
124.831
122.849
91.6185
79.8438
57.7046
62.9071
46.444
45.1451
50.4513
45.3351
63.0476
68.781
95.7282
106.515
126.961
138.564
117.347
142.546
108.176
124.381
126.461
131.229
128.378
124.239
137.658
122.976
78.6092
80.0522
76.454
49.6779
46.329
58.5317
47.018
50.7207
46.8265
64.2279
74.5343
93.6073
137.1
147.599
152.932
167.926
144.402
148.641
137.245
140.219
140.495
140.625
129.75
113.157
107.147
74.1643
56.6517
50.5145
52.7713
