"runDateTime","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg","ZnName","Clg","Htg"
"Sat 23-May-26  11: am","F2 Res Zn E Court",0,0,"F2 Res Zn E Perim",0,0,"F2 Res Zn N Perim",0,0,"F2 Res Zn NE Perim",0,0,"F2 Res Zn NW Perim",0,0,"F2 Res Zn S Court 1-Bed",0,0,"F2 Res Zn S Court 2-Bed",0,0,"F2 Res Zn SE Court",0,0,"F2 Res Zn SW Court",0,0,"F2 Res Zn SE Perim",0,0,"F2 Res Zn SW Perim",0,0,"F2 Res Zn W Court",0,0,"F2 Res Zn W Perim",0,0,"F3 Res Zn E Court",0,0,"F3 Res Zn E Perim",0,0,"F3 Res Zn N Perim",0,0,"F3 Res Zn NE Perim",0,0,"F3 Res Zn NW Perim",0,0,"F3 Res Zn S Court 1-Bed",0,0,"F3 Res Zn S Court 2-Bed",0,0,"F3 Res Zn SE Court",0,0,"F3 Res Zn SW Court",0,0,"F3 Res Zn SE Perim",0,0,"F3 Res Zn SW Perim",0,0,"F3 Res Zn W Court",0,0,"F3 Res Zn W Perim",0,0,"F4 Res Zn E Court",0,0,"F4 Res Zn E Perim",0,0,"F4 Res Zn N Perim",0,0,"F4 Res Zn NE Perim",0,0,"F4 Res Zn NW Perim",0,0,"F4 Res Zn S Court 1-Bed",0,0,"F4 Res Zn S Court 2-Bed",0,0,"F4 Res Zn SE Court",0,0,"F4 Res Zn SW Court",0,0,"F4 Res Zn SE Perim",0,0,"F4 Res Zn SW Perim",0,0,"F4 Res Zn W Court",0,0,"F4 Res Zn W Perim",0,0,"F5 Res Zn E Court",0,0,"F5 Res Zn E Perim",0,0,"F5 Res Zn N Perim",0,0,"F5 Res Zn NE Perim",0,0,"F5 Res Zn NW Perim",0,0,"F5 Res Zn S Court 1-Bed",0,0,"F5 Res Zn S Court 2-Bed",0,0,"F5 Res Zn SE Court",0,0,"F5 Res Zn SW Court",0,0,"F5 Res Zn SE Perim",0,0,"F5 Res Zn SW Perim",0,0,"F5 Res Zn W Court",0,0,"F5 Res Zn W Perim",0,0

