"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Thu 11-Jun-26  10: pm","Zone1 HVACSys",27.6658,28.0467,"Zone2 HVACSys",42.8572,43.5482

