"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Thu 11-Jun-26  10: pm","Zone1 HVACSys",32.2284,25.7827,"Zone2 HVACSys",48.9033,39.1227

