"MF08_Individual Supply + Individual Exhaust (WSHP)  /  Proposed  /  EX03_MF08_Central-WSHP_CZ09.cibd25x",001
"Thu 11-Jun-26  10: pm"
"x-ldPass","Hour"
"Month","Day","Hr","CW Loop-HtgLd (Btu)","ClgLd (Btu)","NetLd (Btu)","DemFlw (gpm)","ActualFlw (gpm)","NetLd (W)","FlowFrac"
1,21,23,0,0,0,0,14.1,0,0
1,21,24,0,0,0,0,14.1,0,0
1,22,1,0,0,0,0,14.1,0,0
1,22,2,0,0,0,0,14.1,0,0
1,22,3,0,0,0,0,14.1,0,0
1,22,4,0,0,0,0,14.1,0,0
1,22,5,0,0,0,0,14.1,0,0
1,22,6,0,0,0,0,14.1,0,0
1,22,7,0,0,0,0,14.1,0,0
1,22,8,0,0,0,0,14.1,0,0
1,22,9,0,0,0,0,14.1,0,0
1,22,10,0,0,0,0,14.1,0,0
1,22,11,0,0,0,0,14.1,0,0
1,22,12,0,0,0,0,14.1,0,0
1,22,13,0,0,0,0,14.1,0,0
1,22,14,0,0,0,0,14.1,0,0
1,22,15,0,0,0,0,14.1,0,0
1,22,16,0,0,0,0,14.1,0,0
1,22,17,0,0,0,0,14.1,0,0
1,22,18,0,0,0,0,14.1,0,0
1,22,19,0,0,0,0,14.1,0,0
1,22,20,0,0,0,0,14.1,0,0
1,22,21,0,0,0,0,14.1,0,0
1,22,22,0,0,0,0,14.1,0,0
1,22,23,0,0,0,0,14.1,0,0
1,22,24,0,0,0,0,14.1,0,0
1,23,1,0,0,0,0,14.1,0,0
1,23,2,0,0,0,0,14.1,0,0
