"E+ Electric Use (kWh) - BEMCmpMgr 2025.2.0.1 (625)",1
"Sat 23-May-26  11:46:08 am"
"EplusElecUse",Hour
"EplusTotalKWH"
56.7908
52.0874
51.0926
51.9923
52.0586
76.1054
68.6111
88.9803
120.151
126.415
140.203
143.105
135.503
103.781
106.455
104.908
108.762
130.741
142.214
104.659
99.287
89.2223
82.6159
61.4223
53.0587
51.9105
65.7037
52.5844
53.2764
53.3225
83.0141
118.459
127.777
127.505
137.227
132.317
111.225
108.814
110.118
107.636
116.426
135.249
131.119
136.638
150.313
109.353
84.648
85.2837
60.8855
56.2248
55.7243
69.2175
66.5819
57.223
80.6496
93.2368
107.488
139.464
158.938
136.354
135.814
128.858
128.104
117.514
121.143
133.33
141.863
118.948
113.684
107.472
84.7499
70.7683
57.3157
55.6897
69.9034
58.1651
66.3669
60.0687
76.8915
89.9632
97.7716
127.739
131.996
134.587
141.775
115.421
119.027
108.352
116.583
111.509
127.895
107.937
94.8648
88.8812
80.7729
60.2227
53.8337
52.4827
65.0968
53.6505
54.6981
56.163
102.218
113.278
121.177
129.198
154.249
141.102
131.104
109.29
116.575
119.566
131.119
130.929
124.248
124.509
128.996
93.9655
82.5089
75.0842
57.8526
48.1717
47.328
47.5638
46.7986
60.6487
77.9693
110.017
116.209
130.836
139.298
136.766
134.075
110.514
113.695
119.337
131.536
122.943
129.999
130.161
133.419
94.0434
91.5784
66.9381
72.0765
47.7191
46.4262
48.7515
46.0383
59.4351
79.35
99.6252
112.031
112.947
122.157
116.91
112.873
97.4802
127.37
103.724
122.26
125.226
124.296
127.85
122.356
94.7655
78.3011
54.624
51.1192
48.2715
59.6834
49.0719
49.4811
55.9713
76.8198
113.351
125.857
123.172
124.823
131.482
115.288
92.059
107.398
114.635
121.951
110.526
120.683
132.511
128.507
89.6835
80.4934
69.2444
58.3128
48.0651
46.8702
47.3684
46.3804
61.8035
82.1645
117.712
130.933
132.357
133.802
128.39
131.755
106.433
109.42
112.957
126.774
123.161
131.179
132.149
133.437
95.1404
96.2676
85.4381
55.01
49.8532
64.1541
51.3084
55.842
51.8294
78.9452
86.3751
103.077
131.844
146.861
152.212
156.502
122.374
126.359
118.295
129.577
136.055
145.148
123.222
110.607
101.887
83.7395
67.5487
52.5696
60.029
46.9835
48.0306
56.1536
50.0835
64.7799
72.2172
80.1951
105.409
118.778
119.65
128.524
115.017
124.561
108.966
108.617
114.309
122.299
107.061
94.4373
87.3274
65.6782
78.8871
52.0252
48.1905
46.9856
47.9205
47.6134
63.8753
80.5075
109.081
124.556
131.37
132.943
127.651
128.602
116.809
115.27
102.347
128.146
144.338
134.35
133.372
126.798
95.9186
89.0268
84.3729
56.1099
48.3562
48.1478
59.357
46.7091
51.7618
82.1873
108.9
115.118
132.966
133.499
125.55
119.648
120.533
120.884
106.326
126.581
134.183
133.795
132.585
120.76
96.403
91.5436
74.1124
56.0221
48.673
48.1152
48.7502
59.6062
47.4462
83.7077
112.871
106.809
138.058
135.697
131.425
133.052
122.733
124.376
128.172
140.991
142.226
135.154
128.916
120.742
96.9305
93.1584
72.9566
54.2788
48.6461
48.5625
48.8419
49.0562
59.3567
77.1937
93.0084
119.31
127.809
132.341
129.924
133.818
120.93
129.896
129.735
137.265
134.009
132.023
130.753
128.656
93.5865
81.3734
59.3636
64.5006
47.7578
47.0179
52.0451
46.9296
64.6454
73.4602
99.9594
112.62
134.842
144.404
120.794
144.509
110.057
126.331
128.322
134.661
132.738
130.746
144.912
130.332
80.4997
81.709
78.0853
51.2717
47.9202
60.1227
48.7066
52.4988
48.1545
68.6811
78.9579
100.011
146.438
154.382
156.746
170.98
147.719
152.534
141.914
144.607
145.352
149.45
138.772
121.716
116.183
76.0682
58.3924
52.1533
54.4682
53.9813
48.4236
53.1606
48.3033
67.0246
83.0756
105.998
134.072
132.12
129.536
128.747
130.338
135.611
125.034
124.693
122.646
116.087
95.6421
90.3723
87.3998
76.1837
60.3919
54.4956
47.7967
47.3618
47.1783
60.1811
46.514
67.7874
87.1459
108.274
126.963
118.233
142.041
151.968
108.696
112.115
115.067
128.609
127.94
121.703
99.2185
110.784
78.7352
72.5254
59.254
60.9351
47.8868
46.5905
47.8056
46.9729
62.4509
86.2617
98.7269
107.886
143.966
135.79
129.516
149.535
120.887
123.411
124.843
129.491
135.735
131.115
141.991
125.979
88.4331
88.6083
78.3904
51.1651
48.3789
46.65
47.699
52.8811
52.8838
75.9159
100.593
111.638
117.498
130.17
121.078
141.82
108.587
122.551
124.565
127.938
114.796
141.79
128.274
97.5889
97.3013
92.3131
69.844
48.6989
62.8928
46.9522
47.2142
45.8481
64.7067
84.6902
111.721
113.522
135.591
130.752
120.863
124.178
109.645
117.146
118.254
122.875
124.795
127.964
120.964
113.827
102.45
84.5546
61.7434
56.9958
57.3351
49.983
46.7697
47.7769
56.1048
98.7962
114.937
129.777
128.634
127.589
129.248
157.073
117.943
113.177
126.191
135.059
140.557
148.487
134.089
135.341
96.6497
85.506
58.6873
49.6213
60.1582
46.5891
49.0942
52.1206
49.6526
72.1429
82.0452
94.034
137.29
140.779
156.973
138.777
131.887
142.66
140.37
127.453
132.922
127.474
120.727
110.851
95.3385
83.7647
81.855
54.8737
46.9779
46.755
61.3904
51.7316
47.3223
67.4908
68.975
80.4589
98.0486
154.823
124.921
118.777
116.785
118.645
113.939
110.898
114.603
119.596
104.651
95.5662
94.8625
78.0222
66.8657
52.1557
55.8138
51.6229
48.872
47.9702
59.1217
96.3006
106.958
132.693
130.131
130.521
129.077
146.779
120.859
122.965
119.29
136.486
135.555
132.097
142.071
130.083
90.4749
82.1914
72.0322
50.425
48.9962
46.5851
48.5057
60.8255
49.8896
79.1755
109.49
117.238
136.352
140.326
125.908
133.078
121.991
124.572
121.812
133.02
132.428
131.328
128.304
131.073
96.7375
93.7681
76.3067
53.535
48.4831
47.1854
46.6427
46.5893
64.0197
80.6418
94.868
114
139.602
135.279
124.57
135.397
119.459
121.592
112.554
129.172
130.263
126.679
128.371
124.173
85.4605
82.0534
59.1624
66.0192
48.6117
48.7815
51.8414
61.0019
49.8945
92.5822
103.695
114.38
123.17
130.762
127.624
149.255
112.696
99.2688
116.319
125.191
128.941
126.323
123.013
135.798
94.3887
89.6766
61.3498
48.8093
48.3682
60.0617
47.9197
46.3159
57.46
88.81
95.1191
115.393
127.038
130.708
126.539
136.236
97.059
110.32
106.282
119.047
129.398
127.455
120.45
134.617
100.793
71.287
70.1108
52.422
49.6117
49.4832
49.4033
48.799
63.5197
59.4167
83.4845
98.271
