,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
3,31,5, 03/31 06,7.06595,0.480279,4.9109,0,0,0,0.82122,3.60513,0,0.0185211,0.0875426,13.2783,16.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16092,623.014,880.925,1.36605,89.9626,100,7.22775e-05,0.0054633,0.006288,0,0,0,1.4335,
3,31,6, 03/31 07,5.74484,0.494738,4.18831,0,0,0,0.776323,3.60513,0,0.0185211,0.0875426,11.2042,14.9154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16134,623.014,880.925,1.37013,89.9626,100,7.24934e-05,0.0054633,0.006288,0,0,0,1.43383,
3,31,7, 03/31 08,3.83782,0.48747,3.66316,0,0,0,1.53722,6.85853,0,0.0555634,0.0875426,9.52567,16.5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34855,623.014,880.925,1.04373,89.9626,100,5.5224e-05,0.0054633,0.006288,0,-3.47305,0,0.811708,
3,31,8, 03/31 09,0.636986,0.887463,3.89232,0,0,0,3.14874,16.6187,0,0.120387,0.0875426,8.56551,25.3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59655,623.014,880.925,0.0525005,89.9626,100,2.7778e-06,0.0054633,0.006288,0,-13.247,0,0.236109,
3,31,9, 03/31 10,0,4.49258,5.93993,0,0,0,3.14087,16.6187,0,0.120387,0.0875426,13.5734,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48173,623.014,880.925,0.0210148,89.9626,100,1.11189e-06,0.0054633,0.006288,0,-22.6275,0,0.148223,
3,31,10, 03/31 11,0,7.62344,6.26119,0,0,0,3.14459,16.6187,0,0.120387,0.0875426,17.0292,33.8559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49049,623.014,880.925,0.0185264,89.9626,100,9.80232e-07,0.0054633,0.006288,0,-29.7556,0,0.154929,
3,31,11, 03/31 12,0,9.84042,7.07091,0,0,0,3.16095,16.6187,0,0.120387,0.0875426,20.0723,36.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48179,623.014,880.925,0.016038,89.9626,100,8.48571e-07,0.0054633,0.006288,0,-34.1858,0,0.148273,
3,31,12, 03/31 13,0,10.6373,7.51541,0,0,0,3.17134,16.6187,0,0.120387,0.0875426,21.3241,38.1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48308,623.014,880.925,0.016038,89.9626,100,8.48571e-07,0.0054633,0.006288,0,-36.2585,0,0.149254,
3,31,13, 03/31 14,0,12.2916,8.40567,0,0,0,3.16497,16.6187,0,0.120387,0.0875426,23.8622,40.6889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45905,623.014,880.925,0.016038,89.9626,100,8.48571e-07,0.0054633,0.006288,0,-36.2983,0,0.130862,
3,31,14, 03/31 15,0,13.3253,8.5942,0,0,0,3.15078,16.6187,0,0.120387,0.0875426,25.0703,41.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47186,623.014,880.925,0.0185264,89.9626,100,9.80232e-07,0.0054633,0.006288,0,-33.6326,0,0.140672,
3,31,15, 03/31 16,0,13.5172,8.58056,0,0,0,3.14299,16.6187,0,0.120387,0.0875426,25.2407,42.0674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45247,623.014,880.925,0.0185264,89.9626,100,9.80232e-07,0.0054633,0.006288,0,-28.1957,0,0.125826,
3,31,16, 03/31 17,0,13.223,8.41425,0,0,0,3.1449,16.6187,0,0.120387,0.0875426,24.7821,41.6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49632,623.014,880.925,0.0210148,89.9626,100,1.11189e-06,0.0054633,0.006288,0,-20.6998,0,0.159391,
3,31,17, 03/31 18,0,11.5611,7.02149,0,0,0,1.7253,10.1119,0,0.064824,0.0875426,20.3079,30.5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59245,623.014,880.925,0.120502,89.9626,100,6.37575e-06,0.0054633,0.006288,0,-11.0878,0,0.23297,
3,31,18, 03/31 19,0,7.70332,5.69385,0,0,0,1.61216,6.85853,0,0.0555634,0.0875426,15.0093,22.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56141,623.014,880.925,1.32521,89.9626,100,7.0117e-05,0.0054633,0.006288,0,-2.17842,0,0.974629,
3,31,19, 03/31 20,0,4.3825,5.40803,0,0,0,2.43069,6.85853,0,0.0555634,0.0875426,12.2212,19.2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58829,623.014,880.925,1.34223,89.9626,100,7.10174e-05,0.0054633,0.006288,0,0,0,0.995206,
3,31,20, 03/31 21,0,2.41034,4.89722,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,8.93021,14.2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58845,623.014,880.925,1.34223,89.9626,100,7.10174e-05,0.0054633,0.006288,0,0,0,0.995327,
3,31,21, 03/31 22,0,1.3539,4.04106,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,7.01762,12.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58912,623.014,880.925,1.34223,89.9626,100,7.10174e-05,0.0054633,0.006288,0,0,0,0.995841,
3,31,22, 03/31 23,0,0.624364,3.30868,0,0,0,0.814626,3.60513,0,0.0185211,0.0875426,4.74767,8.45886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59102,623.014,880.925,1.34223,89.9626,100,7.10174e-05,0.0054633,0.006288,0,0,0,0.997296,
3,31,23, 03/31 24,0.00307725,0.530984,3.2383,0,0,0,0.41061,2.79178,0,0.00926056,0.0875426,4.18297,7.07156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59137,623.014,880.925,1.34393,89.9626,100,7.11073e-05,0.0054633,0.006288,0,0,0,0.99756,
3,31,24, 04/01 01,0.004103,0.664543,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.43548,4.89599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59136,623.014,880.925,1.34223,89.9626,100,7.10174e-05,0.0054633,0.006288,0,0,0,0.997553,
4,1,1, 04/01 02,0.004103,0.670006,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.44094,4.90146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59841,476.085,835.819,1.26283,89.9626,100,6.68164e-05,0.0054633,0.006288,0,0,0,1.00295,
4,1,2, 04/01 03,0.004103,0.668871,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.43981,4.90032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5963,476.085,835.819,1.25631,89.9626,100,6.64716e-05,0.0054633,0.006288,0,0,0,1.00133,
4,1,3, 04/01 04,0.004103,0.666583,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.43752,4.89803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59627,476.085,835.819,1.25631,89.9626,100,6.64716e-05,0.0054633,0.006288,0,0,0,1.00131,
4,1,4, 04/01 05,0.004103,0.662881,0.35952,0,0,0,0.41061,3.45125,0,0.00926056,0,1.43711,4.89763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59626,476.085,835.819,1.25631,89.9626,100,6.64716e-05,0.0054633,0.006288,0,0,0,1.00131,
4,1,5, 04/01 06,2.5573,0.659432,3.63104,0,0,0,0.82122,4.2646,0,0.0185211,0.0875426,7.66899,12.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59628,476.085,835.819,1.25223,89.9626,100,6.62556e-05,0.0054633,0.006288,0,0,0,1.00132,
4,1,6, 04/01 07,2.66213,0.660049,3.56577,0,0,0,0.780996,4.2646,0,0.0185211,0.0875426,7.66895,12.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5963,476.085,835.819,1.25631,89.9626,100,6.64716e-05,0.0054633,0.006288,0,0,0,1.00134,
4,1,7, 04/01 08,1.92796,0.666596,3.30966,0,0,0,1.56867,7.51801,0,0.0555634,0.0875426,7.47288,15.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28535,476.085,835.819,0.944566,89.9626,100,4.9977e-05,0.0054633,0.006288,0,-1.80092,0,0.763327,
4,1,8, 04/01 09,0.765735,0.686035,3.66917,0,0,0,3.14783,17.2782,0,0.120387,0.0875426,8.26877,25.7549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57555,476.085,835.819,0.0888944,89.9626,100,4.7034e-06,0.0054633,0.006288,0,-6.17345,0,0.220038,
4,1,9, 04/01 10,0,1.7001,4.75211,0,0,0,3.098,17.2782,0,0.120387,0.0875426,9.55021,27.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48483,476.085,835.819,0.0309684,89.9626,100,1.63854e-06,0.0054633,0.006288,0,-15.3481,0,0.150594,
4,1,10, 04/01 11,0,3.49145,5.79145,0,0,0,3.09356,17.2782,0,0.120387,0.0875426,12.3765,29.8626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50618,476.085,835.819,0.02848,89.9626,100,1.50688e-06,0.0054633,0.006288,0,-22.1548,0,0.166936,
4,1,11, 04/01 12,0,7.03286,6.02757,0,0,0,3.09724,17.2782,0,0.120387,0.0875426,16.1577,33.6438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47928,476.085,835.819,0.0259916,89.9626,100,1.37521e-06,0.0054633,0.006288,0,-27.5087,0,0.146352,
4,1,12, 04/01 13,0,8.07733,6.27937,0,0,0,3.09693,17.2782,0,0.120387,0.0875426,17.4536,34.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48861,476.085,835.819,0.0259916,89.9626,100,1.37521e-06,0.0054633,0.006288,0,-30.4767,0,0.153489,
4,1,13, 04/01 14,0,8.80489,7.17003,0,0,0,3.09773,17.2782,0,0.120387,0.0875426,19.0726,36.5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49904,476.085,835.819,0.02848,89.9626,100,1.50688e-06,0.0054633,0.006288,0,-30.3065,0,0.161475,
4,1,14, 04/01 15,0,9.02159,7.35549,0,0,0,3.1016,17.2782,0,0.120387,0.0875426,19.4787,36.9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47952,476.085,835.819,0.02848,89.9626,100,1.50688e-06,0.0054633,0.006288,0,-26.2561,0,0.146536,
4,1,15, 04/01 16,0,8.82031,7.15928,0,0,0,3.1118,17.2782,0,0.120387,0.0875426,19.0914,36.5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49575,476.085,835.819,0.0309684,89.9626,100,1.63854e-06,0.0054633,0.006288,0,-15.8569,0,0.158956,
4,1,16, 04/01 17,0,8.25649,6.84656,0,0,0,3.12498,17.2782,0,0.120387,0.0875426,18.228,35.7142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50655,476.085,835.819,0.0327209,89.9626,100,1.73126e-06,0.0054633,0.006288,0,-12.0731,0,0.16722,
4,1,17, 04/01 18,0,4.75869,5.43679,0,0,0,1.72217,10.7714,0,0.064824,0.0875426,11.9176,22.8414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5699,476.085,835.819,0.0717935,89.9626,100,3.79859e-06,0.0054633,0.006288,0,-7.81847,0,0.215708,
4,1,18, 04/01 19,0,1.72782,4.6176,0,0,0,1.59579,7.51801,0,0.0555634,0.0875426,7.9412,15.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50642,476.085,835.819,1.10943,89.9626,100,5.86997e-05,0.0054633,0.006288,0,-2.02164,0,0.932542,
4,1,19, 04/01 20,0,0.836089,3.56533,0,0,0,2.43069,7.51801,0,0.0555634,0.0875426,6.83211,14.4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50844,476.085,835.819,1.17948,89.9626,100,6.24062e-05,0.0054633,0.006288,0,0,0,0.934086,
4,1,20, 04/01 21,0,0.692837,3.24818,0,0,0,1.62266,5.89131,0,0.0370423,0.0875426,5.56367,11.5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50854,476.085,835.819,1.17948,89.9626,100,6.24062e-05,0.0054633,0.006288,0,0,0,0.934165,
4,1,21, 04/01 22,0.232818,0.681145,3.2383,0,0,0,1.62266,5.89131,0,0.0370423,0.0875426,5.77492,11.7908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50861,476.085,835.819,1.17948,89.9626,100,6.24062e-05,0.0054633,0.006288,0,0,0,0.934221,
4,1,22, 04/01 23,1.18436,0.675825,3.25504,0,0,0,0.814626,4.2646,0,0.0185211,0.0875426,5.92985,10.3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50862,476.085,835.819,1.17948,89.9626,100,6.24062e-05,0.0054633,0.006288,0,0,0,0.934225,
4,1,23, 04/01 24,1.57897,0.669828,3.28785,0,0,0,0.41061,3.45125,0,0.00926056,0.0875426,5.94726,9.49531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50863,476.085,835.819,1.17948,89.9626,100,6.24062e-05,0.0054633,0.006288,0,0,0,0.934231,
4,1,24, 04/02 01,0.004103,0.666265,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.4372,4.89772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52432,476.085,835.819,1.17948,89.9626,100,6.24062e-05,0.0054633,0.006288,0,0,0,0.94624,
4,2,1, 04/02 02,0.004103,0.662854,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.43379,4.8943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98368,476.085,835.819,1.13933,89.9626,100,6.02821e-05,0.0054633,0.006288,0,0,0,1.29785,
4,2,2, 04/02 03,0.004103,0.659562,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.4305,4.89101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98275,476.085,835.819,1.05975,89.9626,100,5.60715e-05,0.0054633,0.006288,0,0,0,1.29713,
4,2,3, 04/02 04,0.004103,0.656918,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.42785,4.88837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9827,476.085,835.819,1.0619,89.9626,100,5.61852e-05,0.0054633,0.006288,0,0,0,1.2971,
4,2,4, 04/02 05,0.004103,0.655368,0.35952,0,0,0,0.41061,3.45125,0,0.00926056,0,1.4296,4.89012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98268,476.085,835.819,1.0619,89.9626,100,5.61852e-05,0.0054633,0.006288,0,0,0,1.29708,
4,2,5, 04/02 06,3.51289,0.654882,4.10367,0,0,0,0.82122,4.2646,0,0.0185211,0.0875426,9.09267,13.4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98271,476.085,835.819,1.0619,89.9626,100,5.61852e-05,0.0054633,0.006288,0,0,0,1.2971,
4,2,6, 04/02 07,2.84558,0.657032,3.73676,0,0,0,0.808875,4.2646,0,0.0185211,0.0875426,8.04825,12.4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98365,476.085,835.819,1.06224,89.9626,100,5.62031e-05,0.0054633,0.006288,0,0,0,1.29782,
4,2,7, 04/02 08,1.82823,0.665156,3.39602,0,0,0,1.92602,7.51801,0,0.0555634,0.0875426,7.81542,15.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94183,476.085,835.819,0.999065,89.9626,100,5.28605e-05,0.0054633,0.006288,0,-0.351284,0,1.26581,
4,2,8, 04/02 09,1.06513,0.672927,3.63319,0,0,0,3.3447,17.2782,0,0.120387,0.0875426,8.71594,26.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76639,476.085,835.819,0.130898,89.9626,100,6.9258e-06,0.0054633,0.006288,0,-1.69749,0,0.366109,
4,2,9, 04/02 10,0.133029,1.06283,4.18531,0,0,0,3.1704,17.2782,0,0.120387,0.0875426,8.55158,26.0377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65028,476.085,835.819,0.0643283,89.9626,100,3.40361e-06,0.0054633,0.006288,0,-4.88879,0,0.277232,
4,2,10, 04/02 11,0,2.45764,5.3088,0,0,0,3.12774,17.2782,0,0.120387,0.0875426,10.8942,28.3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64875,476.085,835.819,0.0522042,89.9626,100,2.76212e-06,0.0054633,0.006288,0,-9.91524,0,0.276067,
4,2,11, 04/02 12,0,4.36309,6.02814,0,0,0,3.10873,17.2782,0,0.120387,0.0875426,13.5,30.9861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62441,476.085,835.819,0.0497158,89.9626,100,2.63046e-06,0.0054633,0.006288,0,-22.5952,0,0.257435,
4,2,12, 04/02 13,0,6.96106,6.01357,0,0,0,3.10618,17.2782,0,0.120387,0.0875426,16.0808,33.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62141,476.085,835.819,0.0497158,89.9626,100,2.63046e-06,0.0054633,0.006288,0,-30.7764,0,0.255139,
4,2,13, 04/02 14,0,8.79445,7.07236,0,0,0,3.10618,17.2782,0,0.120387,0.0875426,18.973,36.4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62714,476.085,835.819,0.0522042,89.9626,100,2.76212e-06,0.0054633,0.006288,0,-32.6458,0,0.259522,
4,2,14, 04/02 15,0,8.96227,7.44786,0,0,0,3.1036,17.2782,0,0.120387,0.0875426,19.5137,36.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63041,476.085,835.819,0.0522042,89.9626,100,2.76212e-06,0.0054633,0.006288,0,-29.583,0,0.262024,
4,2,15, 04/02 16,0,9.0439,7.5405,0,0,0,3.11398,17.2782,0,0.120387,0.0875426,19.6984,37.1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67392,476.085,835.819,0.0593515,89.9626,100,3.14029e-06,0.0054633,0.006288,0,-25.3887,0,0.295333,
4,2,16, 04/02 17,0,8.6857,7.38798,0,0,0,3.12476,17.2782,0,0.120387,0.0875426,19.1984,36.6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6515,476.085,835.819,0.0618399,89.9626,100,3.27195e-06,0.0054633,0.006288,0,-19.0659,0,0.278167,
4,2,17, 04/02 18,0,6.65249,5.91657,0,0,0,1.7171,10.7714,0,0.064824,0.0875426,14.2862,25.2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72252,476.085,835.819,0.0840235,89.9626,100,4.44569e-06,0.0054633,0.006288,0,-10.0588,0,0.332533,
4,2,18, 04/02 19,0,3.13545,5.15082,0,0,0,1.56422,7.51801,0,0.0555634,0.0875426,9.85048,17.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00908,476.085,835.819,1.06558,89.9626,100,5.63797e-05,0.0054633,0.006288,0,-2.41787,0,1.31728,
4,2,19, 04/02 20,0,1.4288,4.36389,0,0,0,2.43069,7.51801,0,0.0555634,0.0875426,8.22338,15.8845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0192,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.32503,
4,2,20, 04/02 21,0,0.729313,3.33899,0,0,0,1.62266,5.89131,0,0.0370423,0.0875426,5.69096,11.7069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01913,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.32498,
4,2,21, 04/02 22,0.00102575,0.687212,3.23921,0,0,0,1.62266,5.89131,0,0.0370423,0.0875426,5.55011,11.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02972,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33309,
4,2,22, 04/02 23,0.578038,0.678455,3.24946,0,0,0,0.814626,4.2646,0,0.0185211,0.0875426,5.32058,9.69125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03021,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33346,
4,2,23, 04/02 24,1.62795,0.671001,3.27328,0,0,0,0.41061,3.45125,0,0.00926056,0.0875426,5.98284,9.53089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03665,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33839,
4,2,24, 04/03 01,0.004103,0.663651,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.43459,4.8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03341,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33591,
4,3,1, 04/03 02,0.004103,0.658369,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.42931,4.88982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1663,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43762,
4,3,2, 04/03 03,0.004103,0.655915,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.42685,4.88737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16613,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43749,
4,3,3, 04/03 04,0.004103,0.65402,0.35952,0,0,0,0.407313,3.45125,0,0.00926056,0,1.42496,4.88547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16609,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43746,
4,3,4, 04/03 05,0.004103,0.65268,0.35952,0,0,0,0.41061,3.45125,0,0.00926056,0,1.42691,4.88743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16611,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43748,
4,3,5, 04/03 06,3.91015,0.652064,4.19935,0,0,0,0.82122,4.2646,0,0.0185211,0.0875426,9.58278,13.9535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1662,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43754,
4,3,6, 04/03 07,3.15786,0.654269,3.78229,0,0,0,0.723231,4.2646,0,0.0185211,0.0875426,8.31765,12.6883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16636,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43767,
4,3,7, 04/03 08,1.92235,0.663881,3.35572,0,0,0,1.50042,7.51801,0,0.0555634,0.0875426,7.44237,15.1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08352,476.085,835.819,1.26511,89.9626,100,6.69369e-05,0.0054633,0.006288,0,-3.56461,0,1.37426,
