,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
3,18,18, 03/18 19,0,1.20672,8.08237,0,0,0,1.98546,6.85853,0,0.0555634,0.0875426,11.2746,18.2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56019,623.014,880.925,1.10172,89.9626,100,5.82918e-05,0.0054633,0.006288,0,-1.70113,0,0.9737,
3,18,19, 03/18 20,0,0.190156,7.82696,0,0,0,2.43069,6.85853,0,0.0555634,0.0875426,10.4478,17.4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56249,623.014,880.925,1.10747,89.9626,100,5.85961e-05,0.0054633,0.006288,0,0,0,0.975459,
3,18,20, 03/18 21,0,0.0642489,7.82696,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,9.51386,14.8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5736,623.014,880.925,1.10747,89.9626,100,5.85961e-05,0.0054633,0.006288,0,0,0,0.983965,
3,18,21, 03/18 22,0,0.00294719,7.82696,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,9.45256,14.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57465,623.014,880.925,1.10747,89.9626,100,5.85961e-05,0.0054633,0.006288,0,0,0,0.984767,
3,18,22, 03/18 23,0.637146,0,7.82696,0,0,0,0.814626,3.60513,0,0.0185211,0.0875426,9.27873,12.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57562,623.014,880.925,1.10747,89.9626,100,5.85961e-05,0.0054633,0.006288,0,0,0,0.985506,
3,18,23, 03/18 24,1.33757,0,7.82696,0,0,0,0.41061,2.79178,0,0.00926056,0.0875426,9.57514,12.4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57563,623.014,880.925,1.10747,89.9626,100,5.85961e-05,0.0054633,0.006288,0,0,0,0.985518,
3,18,24, 03/19 01,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58051,623.014,880.925,1.10583,89.9626,100,5.85093e-05,0.0054633,0.006288,0,0,0,0.989249,
3,19,1, 03/19 02,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05713,623.014,880.925,1.20924,89.9626,100,6.39807e-05,0.0054633,0.006288,0,0,0,1.35407,
3,19,2, 03/19 03,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05597,623.014,880.925,1.20924,89.9626,100,6.39807e-05,0.0054633,0.006288,0,0,0,1.35318,
3,19,3, 03/19 04,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05726,623.014,880.925,1.20924,89.9626,100,6.39807e-05,0.0054633,0.006288,0,0,0,1.35417,
3,19,4, 03/19 05,0,0,0.58638,0,0,0,0.41061,2.79178,0,0.00926056,0,0.996991,3.79803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04772,623.014,880.925,1.20924,89.9626,100,6.39807e-05,0.0054633,0.006288,0,0,0,1.34686,
3,19,5, 03/19 06,8.21252,0,7.82696,0,0,0,0.82122,3.60513,0,0.0185211,0.0875426,16.8607,20.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04773,623.014,880.925,1.20924,89.9626,100,6.39807e-05,0.0054633,0.006288,0,0,0,1.34687,
3,19,6, 03/19 07,5.18333,0,7.82696,0,0,0,0.834409,3.60513,0,0.0185211,0.0875426,13.8447,17.5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05744,623.014,880.925,1.20924,89.9626,100,6.39807e-05,0.0054633,0.006288,0,0,0,1.3543,
3,19,7, 03/19 08,2.72992,0,7.82696,0,0,0,1.81909,6.85853,0,0.0555634,0.0875426,12.376,19.3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00486,623.014,880.925,1.15647,89.9626,100,6.1189e-05,0.0054633,0.006288,0,-2.3744,0,1.31406,
3,19,8, 03/19 09,0.0412879,0.00082987,7.82696,0,0,0,2.83273,16.6187,0,0.120387,0.0875426,10.7018,27.5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63413,623.014,880.925,0.0782403,89.9626,100,4.13969e-06,0.0054633,0.006288,0,-10.9562,0,0.264876,
3,19,9, 03/19 10,0.00119219,0.0445296,7.82825,0,0,0,2.79318,16.6187,0,0.120387,0.0875426,10.6672,27.4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55389,623.014,880.925,0.0110612,89.9626,100,5.85249e-07,0.0054633,0.006288,0,-19.8091,0,0.203459,
3,19,10, 03/19 11,0,1.89082,7.84707,0,0,0,2.80201,16.6187,0,0.120387,0.0875426,12.5399,29.3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5297,623.014,880.925,0.0110612,89.9626,100,5.85249e-07,0.0054633,0.006288,0,-26.8873,0,0.184938,
3,19,11, 03/19 12,0,7.42718,7.84189,0,0,0,2.8182,16.6187,0,0.120387,0.0875426,18.0873,34.9139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58657,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-30.9651,0,0.228471,
3,19,12, 03/19 13,0,11.4556,7.83417,0,0,0,2.80698,16.6187,0,0.120387,0.0875426,22.0968,38.9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52802,623.014,880.925,0.00608443,89.9626,100,3.21927e-07,0.0054633,0.006288,0,-33.5438,0,0.183658,
3,19,13, 03/19 14,0,13.3364,7.91008,0,0,0,2.76629,16.6187,0,0.120387,0.0875426,24.0127,40.8394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56745,623.014,880.925,0.00608443,89.9626,100,3.21927e-07,0.0054633,0.006288,0,-30.4629,0,0.213838,
3,19,14, 03/19 15,0,10.8195,7.90421,0,0,0,2.76872,16.6187,0,0.120387,0.0875426,21.4924,38.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58749,623.014,880.925,0.00608443,89.9626,100,3.21927e-07,0.0054633,0.006288,0,-20.7736,0,0.229176,
3,19,15, 03/19 16,0,9.8479,7.8974,0,0,0,2.78531,16.6187,0,0.120387,0.0875426,20.5306,37.3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54195,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-25.9705,0,0.194319,
3,19,16, 03/19 17,0,7.86829,7.89591,0,0,0,2.80963,16.6187,0,0.120387,0.0875426,18.5738,35.4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61267,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-19.5993,0,0.248452,
3,19,17, 03/19 18,0,0.721374,7.86542,0,0,0,1.54971,10.1119,0,0.064824,0.0875426,10.1365,20.4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67358,623.014,880.925,0.0434103,89.9626,100,2.29684e-06,0.0054633,0.006288,0,-10.3457,0,0.295073,
3,19,18, 03/19 19,0,0.23522,7.82696,0,0,0,1.98314,6.85853,0,0.0555634,0.0875426,10.0453,17.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05684,623.014,880.925,1.21173,89.9626,100,6.41124e-05,0.0054633,0.006288,0,-1.69548,0,1.35384,
3,19,19, 03/19 20,0,0.0918131,7.82696,0,0,0,2.43069,6.85853,0,0.0555634,0.0875426,10.3495,17.3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05676,623.014,880.925,1.21173,89.9626,100,6.41124e-05,0.0054633,0.006288,0,0,0,1.35378,
3,19,20, 03/19 21,0.0648568,0.00305167,7.82696,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,9.51752,14.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05561,623.014,880.925,1.21173,89.9626,100,6.41124e-05,0.0054633,0.006288,0,0,0,1.3529,
3,19,21, 03/19 22,0.695666,0,7.82696,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,10.1453,15.5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05876,623.014,880.925,1.21173,89.9626,100,6.41124e-05,0.0054633,0.006288,0,0,0,1.35531,
3,19,22, 03/19 23,1.53631,0,7.82696,0,0,0,0.814626,3.60513,0,0.0185211,0.0875426,10.1779,13.8891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05885,623.014,880.925,1.21173,89.9626,100,6.41124e-05,0.0054633,0.006288,0,0,0,1.35538,
3,19,23, 03/19 24,2.38266,0,7.82696,0,0,0,0.41061,2.79178,0,0.00926056,0.0875426,10.6202,13.5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06503,623.014,880.925,1.21349,89.9626,100,6.4206e-05,0.0054633,0.006288,0,0,0,1.36011,
3,19,24, 03/20 01,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06092,623.014,880.925,1.21173,89.9626,100,6.41124e-05,0.0054633,0.006288,0,0,0,1.35697,
3,20,1, 03/20 02,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0444,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.34432,
3,20,2, 03/20 03,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04416,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.34413,
3,20,3, 03/20 04,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04154,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.34213,
3,20,4, 03/20 05,0,0,0.58638,0,0,0,0.41061,2.79178,0,0.00926056,0,0.996991,3.79803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03993,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.3409,
3,20,5, 03/20 06,8.41506,0,7.82696,0,0,0,0.82122,3.60513,0,0.0185211,0.0875426,17.0632,20.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04071,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.3415,
3,20,6, 03/20 07,5.19327,0,7.82696,0,0,0,0.834409,3.60513,0,0.0185211,0.0875426,13.8546,17.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04243,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.34281,
3,20,7, 03/20 08,2.70676,0,7.82696,0,0,0,1.70826,6.85853,0,0.0555634,0.0875426,12.242,19.2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0428,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,-2.07849,0,1.34309,
3,20,8, 03/20 09,0.0645118,0.000914768,7.82696,0,0,0,2.819,16.6187,0,0.120387,0.0875426,10.7114,27.5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68198,623.014,880.925,0.118424,89.9626,100,6.26584e-06,0.0054633,0.006288,0,-8.75516,0,0.301501,
3,20,9, 03/20 10,0.0012687,0.0153826,7.82696,0,0,0,2.79068,16.6187,0,0.120387,0.0875426,10.6343,27.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51325,623.014,880.925,0.0110612,89.9626,100,5.85249e-07,0.0054633,0.006288,0,-21.8353,0,0.172348,
3,20,10, 03/20 11,0,0.512907,7.82696,0,0,0,2.80657,16.6187,0,0.120387,0.0875426,11.1464,27.9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50036,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-29.5945,1.62816,0.16248,
3,20,11, 03/20 12,0,2.4882,7.82696,0,0,0,2.83197,16.6187,0,0.120387,0.0875426,13.1471,29.9738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52443,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-34.6077,4.64106,0.180908,
3,20,12, 03/20 13,0,4.76785,7.82696,0,0,0,2.84219,16.6187,0,0.120387,0.0875426,15.437,32.2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50175,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-36.613,4.35726,0.163549,
3,20,13, 03/20 14,0,7.58228,7.93261,0,0,0,2.83318,16.6187,0,0.120387,0.0875426,18.3481,35.1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51453,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-36.6235,1.45737,0.173333,
3,20,14, 03/20 15,0,8.32738,7.98089,0,0,0,2.81352,16.6187,0,0.120387,0.0875426,19.1218,35.9485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53276,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-33.608,0,0.187281,
3,20,15, 03/20 16,0,8.54153,7.9804,0,0,0,2.80531,16.6187,0,0.120387,0.0875426,19.3272,36.1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49674,623.014,880.925,0.00608443,89.9626,100,3.21927e-07,0.0054633,0.006288,0,-28.1874,0,0.159713,
3,20,16, 03/20 17,0,8.08101,7.97624,0,0,0,2.8135,16.6187,0,0.120387,0.0875426,18.8707,35.6974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58862,623.014,880.925,0.00857283,89.9626,100,4.53588e-07,0.0054633,0.006288,0,-20.8256,0,0.230041,
3,20,17, 03/20 18,0,3.52943,7.97122,0,0,0,1.55039,10.1119,0,0.064824,0.0875426,13.051,23.3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62629,623.014,880.925,0.0359452,89.9626,100,1.90186e-06,0.0054633,0.006288,0,-11.1631,0,0.258869,
3,20,18, 03/20 19,0,0.463052,7.87228,0,0,0,1.99003,6.85853,0,0.0555634,0.0875426,10.3254,17.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04426,623.014,880.925,1.18654,89.9626,100,6.27797e-05,0.0054633,0.006288,0,-1.8083,-10.9057,1.34421,
3,20,19, 03/20 20,0,0.167791,7.82696,0,0,0,2.43069,6.85853,0,0.0555634,0.0875426,10.4254,17.4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05179,623.014,880.925,1.18654,89.9626,100,6.27797e-05,0.0054633,0.006288,0,0,0,1.34998,
3,20,20, 03/20 21,0,0.0696187,7.82696,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,9.51923,14.8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0517,623.014,880.925,1.18654,89.9626,100,6.27797e-05,0.0054633,0.006288,0,0,0,1.34991,
3,20,21, 03/20 22,0,0.00829596,7.82696,0,0,0,1.62266,5.23183,0,0.0370423,0.0875426,9.45791,14.8143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05194,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.35009,
3,20,22, 03/20 23,0.654298,0,7.82696,0,0,0,0.814626,3.60513,0,0.0185211,0.0875426,9.29588,13.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05212,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.35023,
3,20,23, 03/20 24,1.13885,0,7.82696,0,0,0,0.41061,2.79178,0,0.00926056,0.0875426,9.37641,12.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05852,623.014,880.925,1.18405,89.9626,100,6.26481e-05,0.0054633,0.006288,0,0,0,1.35513,
3,20,24, 03/21 01,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05515,623.014,880.925,1.18654,89.9626,100,6.27797e-05,0.0054633,0.006288,0,0,0,1.35255,
3,21,1, 03/21 02,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15542,623.014,880.925,1.33682,89.9626,100,7.0731e-05,0.0054633,0.006288,0,0,0,1.42929,
3,21,2, 03/21 03,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15525,623.014,880.925,1.33682,89.9626,100,7.0731e-05,0.0054633,0.006288,0,0,0,1.42917,
3,21,3, 03/21 04,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15576,623.014,880.925,1.33682,89.9626,100,7.0731e-05,0.0054633,0.006288,0,0,0,1.42956,
3,21,4, 03/21 05,0,0,0.58638,0,0,0,0.407313,2.79178,0,0.00926056,0,0.993693,3.79473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15546,623.014,880.925,1.33674,89.9626,100,7.07269e-05,0.0054633,0.006288,0,0,0,1.42933,
3,21,5, 03/21 06,6.83784,0,7.82696,0,0,0,0.41061,2.79178,0,0.00926056,0.0875426,15.0754,17.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15568,623.014,880.925,1.33674,89.9626,100,7.07269e-05,0.0054633,0.006288,0,0,0,1.4295,
3,21,6, 03/21 07,3.75055,0,7.82696,0,0,0,0.817923,3.60513,0,0.0185211,0.0875426,12.3954,16.1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15688,623.014,880.925,1.33682,89.9626,100,7.0731e-05,0.0054633,0.006288,0,0,0,1.43042,
3,21,7, 03/21 08,2.97103,0,7.82696,0,0,0,0.56505,3.60513,0,0.0185211,0.0875426,11.363,15.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14224,623.014,880.925,1.32193,89.9626,100,6.99433e-05,0.0054633,0.006288,0,-2.51083,0,1.41921,
3,21,8, 03/21 09,0.631235,0,7.82696,0,0,0,1.29372,6.85853,0,0.0555634,0.0875426,9.75191,16.7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67225,623.014,880.925,0.0928329,89.9626,100,4.91179e-06,0.0054633,0.006288,0,-9.64579,0,0.294049,
3,21,9, 03/21 10,0,0.000256736,7.82696,0,0,0,1.27875,6.85853,0,0.0555634,0.0875426,9.10596,16.1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56263,623.014,880.925,0.0210148,89.9626,100,1.11189e-06,0.0054633,0.006288,0,-21.6272,0,0.210149,
3,21,10, 03/21 11,0.00126649,0.00132341,7.82696,0,0,0,1.28431,6.85853,0,0.0555634,0.0875426,9.11386,16.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53987,623.014,880.925,0.0185264,89.9626,100,9.80232e-07,0.0054633,0.006288,0,-29.0767,12.9651,0.192725,
3,21,11, 03/21 12,0,0.274035,7.84746,0,0,0,1.29469,6.85853,0,0.0555634,0.0875426,9.41619,16.4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60628,623.014,880.925,0.016038,89.9626,100,8.48571e-07,0.0054633,0.006288,0,-33.7518,16.9941,0.243559,
3,21,12, 03/21 13,0,1.08095,7.86611,0,0,0,0.657359,4.41848,0,0.0277817,0.0875426,9.60442,14.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54646,623.014,880.925,0.0135496,89.9626,100,7.1691e-07,0.0054633,0.006288,0,-35.8213,16.9941,0.197769,
3,21,13, 03/21 14,0,5.36673,7.87211,0,0,0,0.655617,4.41848,0,0.0277817,0.0875426,13.8945,18.4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55378,623.014,880.925,0.016038,89.9626,100,8.48571e-07,0.0054633,0.006288,0,-35.3639,13.8676,0.20337,
3,21,14, 03/21 15,0,7.09936,7.88857,0,0,0,0.648656,4.41848,0,0.0277817,0.0875426,15.6366,20.1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62726,623.014,880.925,0.0185264,89.9626,100,9.80232e-07,0.0054633,0.006288,0,-32.8301,0,0.259619,
3,21,15, 03/21 16,0,7.2238,7.90671,0,0,0,0.646669,4.41848,0,0.0277817,0.0875426,15.7772,20.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54865,623.014,880.925,0.0185264,89.9626,100,9.80232e-07,0.0054633,0.006288,0,-27.9637,0,0.199445,
3,21,16, 03/21 17,0,3.68324,7.92534,0,0,0,0.647779,4.41848,0,0.0277817,0.0875426,12.2564,16.7902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64219,623.014,880.925,0.0210148,89.9626,100,1.11189e-06,0.0054633,0.006288,0,-20.5552,0,0.27104,
3,21,17, 03/21 18,0,0.385092,7.83977,0,0,0,0.22329,2.79178,0,0.00926056,0.0875426,8.44816,11.3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69604,623.014,880.925,0.0816411,89.9626,100,4.31963e-06,0.0054633,0.006288,0,-11.0217,0,0.312257,
3,21,18, 03/21 19,0,0.1504,7.82696,0,0,0,0.328808,2.79178,0,0.00926056,0.0875426,8.30616,11.1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48285,623.014,880.925,1.82199,89.9626,100,9.64017e-05,0.0054633,0.006288,0,-1.87108,-9.32092,1.67992,
3,21,19, 03/21 20,0,0,0.58638,0,0,0,0.41061,2.79178,0,0.00926056,0,0.996991,3.79803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49772,623.014,880.925,1.8776,89.9626,100,9.93437e-05,0.0054633,0.006288,0,0,-3.7971,1.6913,
3,21,20, 03/21 21,0,0,0.58638,0,0,0,0.41061,2.79178,0,0.00926056,0,0.996991,3.79803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49754,623.014,880.925,1.87998,89.9626,100,9.94698e-05,0.0054633,0.006288,0,0,-3.7971,1.69117,
