"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   5:4 pm","Zone1 HVACSys",27.8981,28.2838,"Zone2 HVACSys",41.4186,42.0802

