"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 22-May-26   5:4 pm","Zone1 HVACSys",28.0748,28.4641,"Zone2 HVACSys",43.1803,43.8778

