"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Thu 11-Jun-26  10: pm","Zone1 HVACSys",20.731,20.9704,"Zone2 HVACSys",33.612,34.1143

